"PointID"	"x"	"y"	"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"	"Surface_Sensitivity"	"Solution_Sensor"
0	9.997500181200000e-01	-3.633242222350164e-05	-1.819944525017376e-01	1.264478527442556e-01	-1.169882020493321e-01	-2.075297968799050e-02	-4.924369903488512e+02	0.000000000000000e+00	
1	9.990000128750000e-01	-1.454719744487348e-04	-2.196734286560768e-01	2.323157213386561e-01	-9.691966544065816e-02	-4.930938517275939e-02	1.023560650860159e+02	0.000000000000000e+00	
2	9.977599978450000e-01	-3.275034890730624e-04	-2.162197698711161e-01	2.497196534210883e-01	-9.658874867452612e-02	-5.089424666333615e-02	4.819110299447567e+00	0.000000000000000e+00	
3	9.960200190539999e-01	-5.899060771802121e-04	-2.135908965823828e-01	2.572251234885941e-01	-9.716774188908718e-02	-5.126065685591636e-02	3.310996989513605e+00	0.000000000000000e+00	
4	9.937800168990000e-01	-9.470182051650118e-04	-2.131210309055608e-01	2.641030224178119e-01	-1.033529617915551e-01	-5.198180825269379e-02	2.763093313521517e+00	0.000000000000000e+00	
5	9.910500049590000e-01	-1.421882733090381e-03	-2.101991171970321e-01	2.657928666431215e-01	-1.151440446335004e-01	-5.171796847748125e-02	1.596139820311322e+00	0.000000000000000e+00	
6	9.878399968150000e-01	-2.045025963133951e-03	-2.031771884574116e-01	2.610528245044321e-01	-1.318889847846054e-01	-5.026479122401780e-02	1.197594483640174e+00	0.000000000000000e+00	
7	9.841300249100000e-01	-2.852694751749263e-03	-1.897545239081673e-01	2.469599732501438e-01	-1.520425418920929e-01	-4.710951005920121e-02	9.267510328486877e-01	0.000000000000000e+00	
8	9.799500107769999e-01	-3.857150905894633e-03	-1.682269459301018e-01	2.213861780565332e-01	-1.730184075612226e-01	-4.184973705260847e-02	6.594792718630762e-01	0.000000000000000e+00	
9	9.752799868580000e-01	-5.055521211467315e-03	-1.380875954665259e-01	1.837645893224841e-01	-1.913277287102892e-01	-3.435677123293320e-02	4.001587005187260e-01	0.000000000000000e+00	
10	9.701499938960000e-01	-6.401007185149609e-03	-1.009050340172856e-01	1.364425457510187e-01	-2.032196278494450e-01	-2.501317728712706e-02	2.189247699005989e-01	0.000000000000000e+00	
11	9.645400047300000e-01	-7.835178044537476e-03	-6.053860142250130e-02	8.467269679142451e-02	-2.056808353442961e-01	-1.479608483300560e-02	-7.221882221747752e-03	0.000000000000000e+00	
12	9.584699869160000e-01	-9.282769506148536e-03	-2.316697773619737e-02	3.637524513231240e-02	-1.978276225659957e-01	-5.262126268365479e-03	-3.109044584875760e-01	0.000000000000000e+00	
13	9.519400000570000e-01	-1.068849129215442e-02	4.705941254991990e-03	-3.323312345714009e-04	-1.820374213138862e-01	1.871127680387602e-03	-3.989030015765743e-01	0.000000000000000e+00	
14	9.449599981310000e-01	-1.202444458736597e-02	1.941719110285732e-02	-2.081692046023069e-02	-1.632158539726815e-01	5.611190447606509e-03	-1.595329761723136e-01	0.000000000000000e+00	
15	9.375399947170000e-01	-1.329505481169327e-02	2.244628350082855e-02	-2.657055339218741e-02	-1.463942279754062e-01	6.314733622496415e-03	1.631853049101580e-01	0.000000000000000e+00	
16	9.296900033950000e-01	-1.452764578739198e-02	1.923876529630442e-02	-2.393391807360087e-02	-1.345267245718293e-01	5.379701108318558e-03	3.068109876230770e-01	0.000000000000000e+00	
17	9.214000105860000e-01	-1.576050580245942e-02	1.532871688172754e-02	-1.967158808104280e-02	-1.278550091615379e-01	4.285512122417727e-03	2.767124458290182e-01	0.000000000000000e+00	
18	9.126999974250000e-01	-1.702090959571588e-02	1.416602086978659e-02	-1.816183517181392e-02	-1.251370323914421e-01	3.904820916755194e-03	1.884386466587336e-01	0.000000000000000e+00	
19	9.035800099370001e-01	-1.832991286960273e-02	1.667016297269251e-02	-2.077556404909450e-02	-1.246236873492621e-01	4.496032415887699e-03	1.133043873257576e-01	0.000000000000000e+00	
20	8.940600156780000e-01	-1.969119479095347e-02	2.249893535639986e-02	-2.726728301035028e-02	-1.248781546755538e-01	5.946248310844321e-03	5.789733452738244e-02	0.000000000000000e+00	
